network	network_description	activation_delay	compute	number_activations	strategy	strategy_description	version	protocol	machine_duration_s	activations	reward	head_time	head_progress	head_height	head_miner	preference	progress	max_uncles	incentive_scheme	head_work	k	head_kind	subblock_selection
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.162957621	4557|5443	4176.|2866.	10204.985072	7042.	7042					block		1	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.129508282	5048|4952	5048.|4952.	10138.0836998	10000.	10000					block		1	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.1664175	4994|5006	4705.|2211.	10155.2449484	6916.	6916					block		1	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.043005274	1041|8959	221.|8844.	10230.4732581	9065.	9065					block		1	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.059318042	970|9030	970.|9030.	9816.4249556	10000.	10000					block		1	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.073419068	2035|7965	754.|7559.	9999.55235428	8313.	8313					block		1	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.050260701	1999|8001	1999.|8001.	10024.6143569	10000.	10000					block		1	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.053567182	2527|7473	1159.|6840.	10084.0881563	7999.	7999					block		1	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.049773338	2475|7525	2475.|7525.	10150.7452351	10000.	10000					block		1	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.05157403	3263|6737	3263.|6737.	9766.91571697	10000.	10000					block		1	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.061578054	3259|6741	1987.|5632.	9963.60666026	7619.	7619					block		1	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.056084416	3973|6027	3973.|6027.	9967.95518527	10000.	10000					block		1	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.063117626	3997|6003	2807.|4448.	10074.7326795	7255.	7255					block		1	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.05245497	4503|5497	4503.|5497.	10181.2076232	10000.	10000					block		1	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.062128013	4547|5453	3550.|3486.	9871.70202274	7036.	7036					block		1	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.054111301	5007|4993	5007.|4993.	9934.10658971	10000.	10000					block		1	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.068387936	5015|4985	4203.|2690.	9938.34014529	6893.	6893					block		1	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.142725173	1007|8993	643.|8437.	10092.1255531	9080.	9080					constant		1	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.149272624	935|9065	935.|9065.	10151.1750092	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.142699896	1972|8028	1433.|6926.	10108.2229288	8359.	8359					constant		1	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.137396415	1954|8046	1954.|8046.	9893.71461216	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.146128206	2485|7515	2485.|7515.	9946.25286988	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.169330004	2434|7566	1904.|6163.	9906.87371691	8067.	8067					constant		1	block	
gamma-0.9	1 attacker, alpha=0.5, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	1.	0.5|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545	10000	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	local-v0.6.3-52-g1b63796-dirty		3.65239315	4938|496|454|444|473|426|465|457|441|493|450|463	4948.03125|60.0625|39.125|46.|40.75|53.5|52.15625|49.4375|53.03125|45.21875|48.|48.84375	10137.1537662	5670.	5185		heaviest_chain	work	2	discount	5670			
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.13152043	3289|6711	3289.|6711.	9866.29955212	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.157545286	3300|6700	2767.|4795.	9955.74441345	7562.	7562					constant		1	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.131109451	4004|5996	4004.|5996.	9658.09928594	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.187161646	3929|6071	3448.|3828.	10040.9094819	7276.	7276					constant		1	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.167316464	4448|5552	4067.|3036.	10065.3048218	7103.	7103					constant		1	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.140921515	4471|5529	4471.|5529.	9918.52356476	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.172274919	4999|5001	4700.|2229.	9957.27069703	6929.	6929					constant		1	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.133811621	5034|4966	5034.|4966.	10042.6706328	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.042471083	1047|8953	218.|8837.	10030.93936	9055.	9055					constant		1	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.062656473	1914|8086	1914.|8086.	9893.18506474	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.064104925	2039|7961	791.|7524.	9923.11805799	8315.	8315					constant		1	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.07486753	1035|8965	1035.|8965.	10106.7758051	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.0512751	2506|7494	1136.|6872.	10096.4139025	8008.	8008					constant		1	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.053064271	2525|7475	2525.|7475.	10229.507075	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.077031692	3301|6699	1962.|5610.	9985.89158524	7572.	7572					constant		1	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.053724807	3957|6043	2780.|4493.	9999.13346155	7273.	7273					constant		1	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.06211519	3317|6683	3317.|6683.	10055.9241207	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.073674165	4124|5876	4124.|5876.	9880.47198089	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.059990681	4447|5553	3411.|3661.	10037.7650999	7072.	7072					constant		1	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.058656292	4507|5493	4507.|5493.	10020.3366977	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.054642746	4901|5099	4901.|5099.	10005.5408604	10000.	10000					constant		1	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.098132107	5070|4930	4266.|2618.	10118.6591719	6884.	6884					constant		1	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.151532256	1030|8970	183.|8874.	10113.2549459	9057.	9057					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.142096115	1013|8987	1013.|8987.	9961.05188724	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.222221481	1036|8964	213.|8856.	10020.3581873	9069.	9069					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.148411872	985|9015	985.|9015.	9939.67759608	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.165057513	1994|8006	515.|7732.	10069.8930544	8247.	8247					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.144657372	2036|7964	2036.|7964.	9926.3400547	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.172947519	1995|8005	803.|7620.	10165.9431285	8423.	8423					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.16405192	2000|8000	2000.|8000.	9911.80280504	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.176155506	2539|7461	1243.|6865.	9802.82372918	8108.	8108					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.188862261	2549|7451	750.|7043.	10180.5852985	7793.	7793					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.163762158	2537|7463	2537.|7463.	9941.48100399	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.168432935	2604|7396	2604.|7396.	9993.88232766	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.157315876	3219|6781	795.|6345.	10206.9624232	7140.	7140					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.17903066	3278|6722	1995.|5806.	9796.69405072	7801.	7801					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.142039399	3294|6706	3294.|6706.	9831.56914315	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.179664107	3204|6796	3204.|6796.	10008.7805704	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.177490426	3959|6041	2859.|4805.	9850.06594978	7664.	7664					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.167604664	3956|6044	3956.|6044.	10128.2321769	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.242521445	4136|5864	718.|5464.	10168.2576186	6182.	6182					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.17569302	4046|5954	4046.|5954.	10027.4475383	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.184866659	4559|5441	3590.|3939.	10014.0237355	7529.	7529					constant		1	summary	optimal
gamma-0	1 attacker, alpha=0.5, 2 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	1.	0.5|0.25|0.25	10000	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	local-v0.6.3-52-g1b63796-dirty		7.423652654	5016|2532|2452	2057.|1533.|1467.	10089.1043861	5057.	5057		heaviest_chain	work	2	discount	5057			
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.1497248	4515|5485	4515.|5485.	10153.3635946	10000.	10000					constant		1	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.168826501	4575|5425	4575.|5425.	9929.23615411	10000.	10000					constant		1	summary	optimal
